,user_names,text
22,TomColeOK04,"Last week Americans' fears became true as our nation entered a recession. Unfortunately, it's abundantly clear @POTUS &amp; Democrats have no real plan to address our country’s economic crisis.

More ⬇
https://t.co/Z9DvFN7EO0"
23,TomColeOK04,"ICYMI: I am hosting an hourlong telephone town hall reminder for #OK04 constituents THIS WEEK!

How to join:
🗓 Wednesday, August 3 at 6pm CT
📞 Dial-in #: (833) 305-1727
💻 Sign up to be called or listen online: https://t.co/exoYZXWhDd"
24,TomColeOK04,"This week instead of working with Republicans, Democrats in Congress attacked the 2nd Amendment &amp; unveiled their next Build Back Better bill that would worsen inflation &amp; impose more taxes on Americans as the nation enters a recession.

More in my Weekly Chat ⬇ https://t.co/yFehA5hZId"
25,TomColeOK04,"RT @RulesReps: STARTING SOON: The committee will meet to consider H.R. 1808.

📺 Watch live: https://t.co/XwKuYXfqVT"
26,TomColeOK04,"Although @POTUS continues to deny our nation has reached the point of recession, he can’t hide from the numbers. It's time he &amp; Democrats get a grip on reality &amp; work on helping the American people.

My full statement ⬇
https://t.co/11jH5toSmc"
27,TomColeOK04,"To celebrate, I'm having our summer interns in D.C. ""take over"" my Instagram stories this afternoon to show you around the Capitol. Tune in to see what they've learned this summer here: https://t.co/MtTPiew62h"
28,TomColeOK04,"On #NationalInternDay, I am reminded of &amp; thankful for the vital role interns play in all of my offices. Between helping my staff with projects &amp; serving constituents in various ways, they are invaluable members of my team. https://t.co/wk62nbfP24"
29,TomColeOK04,"RT @RulesReps: STARTING SOON: The committee will meet to consider the Senate Amendment to H.R. 4346 [CHIPS-Plus]. 

📺 Watch live: https://t…"
30,TomColeOK04,"RT @RulesReps: HAPPENING NOW: The committee is meeting to consider H.R. 4040 &amp; H.R. 263. 

📺 Watch live: https://t.co/UGsZWfT8kf"
31,TomColeOK04,"ICYMI: Last week I hosted a telephone town hall for #OK04 constituents &amp; answered questions directly from those on the line on topics such as the border crisis, skyrocketing gas prices, runaway inflation &amp; much more. 

🔊 Listen below ⬇
https://t.co/pj47ytFj41"
32,TomColeOK04,"Gas prices are higher than ever. Unfortunately, as long as @POTUS &amp; Democrats continue to chase Green New Deal climate policies &amp; ignore readily available U.S. energy resources, Americans will continue to struggle.

Read more ⬇
https://t.co/0mVtDFpE7x"
33,TomColeOK04,Congratulations to @OKGuard soldiers at #OK04's at @OfficialFtSill for being awarded distinguished Hamilton Award for being the best field artillery battery in the U.S. Thank you for your hard work &amp; service to our country! #FourthDistrictFriday https://t.co/oXdfwZnXJe
34,TomColeOK04,"Unfortunately, this week in the House, Democrats focused mostly on partisan messaging bills rather than solutions to address the real crises facing the American people.

More in my Weekly Chat ⬇ https://t.co/JrSmEzTHg7"
35,TomColeOK04,"RT @RulesReps: STARTING SOON: The committee is meeting to consider H.R. 3771, H.R. 5118 &amp; H.R. 6929.

📺 Watch live: https://t.co/GU1lGkpUsN"
36,TomColeOK04,"FINAL REMINDER: I am hosting an hourlong telephone town hall for #OK04 constituents TONIGHT!

How to join:
🗓 Thursday, July 21 at 5:30pm CT
📞 Dial-in #: (833) 305-1727
💻 Sign up to be called or listen online: https://t.co/exoYZXWhDd"
37,TomColeOK04,"This June was the 16th month in a row that the U.S. saw more than 150,000 illegal crossings at our southern border, confirming our border is overwhelmed. Make no mistake, this humanitarian &amp; national security crisis is a direct result of @POTUS' open border policies. https://t.co/r0uCfpKpMY"
38,TomColeOK04,"While I am always encouraged to see the appropriations process moving, the FY 2023 package passed in the House today is a nonstarter. 

My full statement ⬇
https://t.co/eittu23hLu"
39,TomColeOK04,"If you're struggling with thoughts of hopelessness or suicide, this hotline is available 24/7 with immediate support. Just call 9-8-8!"
40,TomColeOK04,"As a co-sponsor of legislation to shorten &amp; simplify the #NationalSuicideHotline to 9-8-8, I'm encouraged by the implementation of this critical change last week. This makes it easier for Americans to get emergency support &amp; counseling they need &amp; ultimately save precious lives. https://t.co/uWEUdDICIL"
41,TomColeOK04,"Not only was @POTUS wrong about inflation being ""temporary,"" but what are his &amp; Democrats' plans to fix this crisis hurting the American people? To spend our country dry &amp; crush U.S. energy production. 

https://t.co/iixb5XS7eT"
42,TomColeOK04,"Don't forget! I am hosting an hourlong telephone town hall for #OK04 constituents THIS WEEK!

How to join:
🗓 Thursday, July 21 at 5:30pm CT
📞 Dial-in #: (833) 305-1727
💻 Sign up to be called or listen online: https://t.co/exoYZXWhDd"
43,TomColeOK04,"While @POTUS' first 2 budgets showed he wants to continue the chronic underfunding of the U.S. Military from the Obama-Biden years, the House NDAA rightly rejects this misguided approach &amp; sets the stage to adequately fund our defense needs. 

More ⬇
https://t.co/ve0UU5soD8"
44,TomColeOK04,"RT @RulesReps: STARTING SOON: The committee will meet to consider H.R. 8294, H.R. 8373 &amp; H.R. 8404. 

📺 Watch live: https://t.co/J2vsmwsEQP"
45,TomColeOK04,"Congrats to #OK04's own Adylynne Anderson of Lawton High for recently winning the district Optimist Club Oratorical Contest! Good luck in regional &amp; world championship oratorical contests later this month! #FourthDistrictFriday

https://t.co/9T89MWvdAf"
46,TomColeOK04,"While the House this week passed the NDAA for FY23, @HouseDemocrats marred this bipartisan work by bringing up 2 partisan bills that would strip individual states &amp; their voters of their voice on abortion issues. 

More in my Weekly Chat ⬇
https://t.co/pceSWzxdx8"
47,TomColeOK04,"Following the disappointing CPI numbers out yesterday, our nation received more devastating news on the state of our economy this morning. As prices continue to rise due to @POTUS &amp; Democrats' failed policies, it is baffling why they continue to double down on them. https://t.co/6L5H5OEGQN"
48,TomColeOK04,"This is the economy the Biden Administration claims is the strongest in our nation's history? Meanwhile, @POTUS's supposed plan to combat this &amp; ease the pain for American families would actually worsen this crisis. And that's to raise taxes and spend more. Really? https://t.co/hETRJyZgxL"
49,TomColeOK04,"RT @RulesReps: FLOOR ALERT: @HouseDemocrats just blocked @HouseGOP requests to uphold the 153-year-long composition of the Supreme Court, p…"
50,TomColeOK04,"RT @RulesReps: HAPPENING NOW: Debate on the rule for H.R. 7900, H.R. 8296, H.R. 8297, H.R. 6538, &amp; S. 3373 (RCP 117-56) with @TomColeOK04 m…"
51,TomColeOK04,"REMINDER: I'm hosting an hourlong telephone town hall for #OK04 constituents next week. 

How to join:
🗓 Thursday, July 21 at 5:30pm CT
📞 Dial-in #: (833) 305-1727
💻 Sign up to be called or listen online: https://t.co/exoYZXWhDd"
52,TomColeOK04,"Not only is the Supreme Court's Dobbs decision a monumental win for states’ rights, but also the rights of unborn children, &amp; I am hopeful that this decision will mark a turning point in our nation’s treatment of our most vulnerable.

More ⬇
https://t.co/XrZAUkQzeo"
53,TomColeOK04,"RT @RulesReps: HAPPENING NOW: The committee is meeting to consider H.R. 7900, H.R. 8296, H.R. 8297, H.R. 6538, &amp; S. 3373 (RCP 117-56).

📺 W…"
54,TomColeOK04,"As inflation costs each U.S. household an extra $460 per month, families have been forced to use their savings to pay for food &amp; essentials. The American people need decisive leadership to combat inflation - unfortunately, they are not getting that from @POTUS &amp; Democrats. https://t.co/b1QMqLua93"
55,TomColeOK04,"Due to @POTUS' open border policies, more vulnerable migrants are taking the dangerous journey to the southern border, risking violence &amp; abuse from cartels &amp; traffickers. To end this humanitarian crisis &amp; prevent further loss of life, these policies must change. #SecuretheBorder https://t.co/U9HtNqWumM"
56,TomColeOK04,"JUST ANNOUNCED: I'm hosting a telephone town hall for #OK04 constituents later this month!

How to join:
🗓 Thursday, July 21 at 5:30pm CT
📞 Dial-in #: (833) 305-1727
💻 Sign up to be called or listen online: https://t.co/exoYZXWhDd"
57,TomColeOK04,"This #IndependenceDay, may we remember the enduring promises made by our Founding Fathers, particularly “Life, Liberty &amp; the Pursuit of Happiness,"" &amp; honor those who fight to preserve our freedom.

More: https://t.co/S0n0tyEQ63 https://t.co/1HnddjcjJj"
58,TomColeOK04,"Next week, #OK04's own Dwight Birdwell of Norman will receive the Medal of Honor for his heroic efforts defending a U.S. airbase near Saigon from a brutal attack from the Vietcong in 1968. His valiance saved the lives of many of his fellow service members. #FourthDistrictFriday https://t.co/NDlfAugPhs"
59,TomColeOK04,"📰 ICYMI: My latest e-newsletter went out yesterday detailing the latest work in the House &amp; other noteworthy news items. 

Read &amp; sign up for future updates ⬇️
https://t.co/PdNQm692j9"
60,TomColeOK04,"RT @HouseAppropsGOP: Committee Republicans Object to Final FY23 Markups 

See what @RepKayGranger, @TomColeOK04, and @MarioDB had to say: h…"
61,TomColeOK04,"Despite failure last year, @AppropsDems yet again chose to remove longstanding &amp; traditionally bipartisan provisions that protect the conscience rights of Americans &amp; defend the vulnerable unborn. This didn't work last year, &amp; it won't succeed this time either. #HydeSavesLives https://t.co/nclZhnYtB1"
62,TomColeOK04,"TUNE IN: The House Appropriations Committee is having its full committee markups of the FY23 Labor-HHS-Education and Transportation &amp; Housing bill titles &amp; revised suballocations. @HouseAppropsGOP

Watch live ➡️ https://t.co/m2HMG8gzIT"
63,TomColeOK04,"Due to soaring prices on virtually everything this July 4th, #Bidenflation will cause American families to pay nearly 17% more while celebrating our nation's birthday. Inflation is an added tax on all Americans that's making it harder for families to buy food &amp; get around. https://t.co/zYOURrLbjW"
64,TomColeOK04,"📱 Have a great idea for an app &amp; looking to sharpen your coding skills? If you're an #OK04 middle or high school student, register to enter the @CongressionalAC now! Submissions are accepted until 11 a.m. CT on November 1. #HouseOfCode https://t.co/lMQu2pbTzz"
65,TomColeOK04,"TUNE IN: The House Appropriations Committee is having its full committee markup of the FY23 State &amp; Foreign Operations &amp; Interior bill titles. @HouseAppropsGOP

Watch live ➡️ https://t.co/R7i2hRXMVw"
66,TomColeOK04,"🚙 During #NationalTireSafetyWeek &amp; ahead of travels for the July 4th holiday, keep your family safe on the road with these #TireSafety &amp; summer travel tips ⬇
https://t.co/45tJ1mlPGB"
67,TomColeOK04,"TUNE IN: The House Appropriations Committee is having its full committee markup on the FY23 Energy &amp; Water and Commerce, Justice &amp; Science bill titles. @HouseAppropsGOP

Watch live ➡️ https://t.co/iBh0g9NKhN"
68,TomColeOK04,".@POTUS' ""Gas Tax Holiday"" proposal is nothing but a transparently partisan political stunt &amp; a fundamentally bad idea that wouldn't even translate to real savings for the American people. 

More ⬇
https://t.co/lcRpXHG8Ly"
69,TomColeOK04,"Why are gas prices so high? It isn't profiteering. It's over-regulation, stupid decisions made by the Biden administration &amp; war overseas. If we want to ease the pain at the pump we should stop blaming our hardworking oil &amp; gas producers &amp; unleash U.S. oil production now! https://t.co/NLx34EUvoU"
70,TomColeOK04,"As a proud defender of unborn life throughout my entire career, both in Congress &amp; in the Oklahoma State Legislature, I am pleased that voters will now have a voice on this important issue."
71,TomColeOK04,"Indeed, since Roe v. Wade was decided in 1973, it was immediately controversial &amp; quickly became an outdated decision due to rapid advancements in medicine &amp; science."
72,TomColeOK04,"The Supreme Court’s highly anticipated opinion on Dobbs v. Jackson gives America’s 50 separate &amp; unique states &amp; their voters the authority to determine their own policies concerning abortion, rather than unelected judges and bureaucrats."
73,TomColeOK04,"TUNE IN: The House Appropriations Committee is having its full committee markup on 3 more FY23 bill titles. @HouseAppropsGOP

Watch live ➡ https://t.co/eaMvV3IQlu"
74,TomColeOK04,"RT @RulesReps: STARTING SOON: The committee will meet on the Senate Amendments to S. 2938 &amp; the Senate Amendment to S. 2089.

📺 Watch live:…"
75,TomColeOK04,"TUNE IN: The Labor, Health and Human Services, Education, and Related Agencies Appropriations Subcommittee is having its FY23 bill markup. @HouseAppropsGOP

Watch live ➡ https://t.co/hP8wusDb1X"
76,TomColeOK04,"☀ Summer is officially here, &amp; so is the heat! Stay #WeatherReady by learning the symptoms of excessive heat exposure &amp; the appropriate responses to better protect yourselves this summer in the link below. ⬇

https://t.co/1jl4mSPI1l"
77,TomColeOK04,"TUNE IN: The House Appropriations Committee is having its full committee markup on 3 more FY23 bill titles. @HouseAppropsGOP

Watch live ➡️ https://t.co/zsMS3vKX4q"
78,TomColeOK04,"RT @HouseAppropsGOP: Committee Republicans Object to Subcommittee Allocations and Defense and Legislative Branch Bills 

See what @RepKayGr…"
79,TomColeOK04,".@POTUS calling for a ""Gas Tax Holiday"" is nothing more than a desperate measure from a desperate president that creates more problems than it solves, &amp; which would not even translate to real savings for the American people. https://t.co/8OH3AyRw3B"
80,TomColeOK04,"If you or someone you know with PTSD is facing a crisis, call the National Suicide Prevention Lifeline at 1-800-273-8255. Veterans can call the Veteran Crisis Line at 1-800-273-8255 &amp; press 1, or text 838255.

More resources for those with PTSD ⬇
https://t.co/UcCkUTPtQ7"
81,TomColeOK04,"Throughout #PTSDAwarenessMonth, we are reminded that this disorder sadly affects 8 million veterans &amp; civilian survivors across the U.S. &amp; we show our support for those struggling around us. https://t.co/EulHg5klTn"
82,TomColeOK04,"TUNE IN: The House Appropriations Committee is having its full committee markup on FY23 suballocations as well as the defense &amp; legislative branch bill titles. @HouseAppropsGOP

Watch live ➡️ https://t.co/JtLqdUwCil"
83,TomColeOK04,"Even amid an inflationary crisis, America's support of Ukraine cannot falter. Indeed, the U.S. has a vested interest in aiding Ukraine &amp; confronting unjustified aggression by adversaries seeking to weaken the cause of freedom around in the world.

More ⬇
https://t.co/GnO6Wfayp9"
84,TomColeOK04,"RT @RulesReps: HAPPENING NOW: The committee is meeting on H.R. 4176, H.R. 7666, H.R. 5585 &amp; the Senate Amendment to H.R. 3967.

📺 Watch her…"
85,TomColeOK04,"#OnThisDay in 1788, the Constitution officially became the law of the land. Now, 234 years later, “We the People” have witnessed the Constitution stand the test of time, protecting individual liberty &amp; serving as an international example for representative government."
86,TomColeOK04,"#OnThisDay in 1865, those still enslaved in Texas were made aware of their freedom &amp; slavery in the U.S. was officially &amp; rightfully ended. This #Juneteenth, we recognize how far our nation has come since then &amp; reaffirm our founding ideals of liberty &amp;  justice for all."
87,TomColeOK04,"As we celebrate the significant role of fathers &amp; father figures today, I'm thinking of my dad John Cole &amp; the dutiful life he lived for his family &amp; country. I'm also feeling grateful for my son Mason, who gave me the great privilege of becoming a father. Happy #FathersDay! https://t.co/SY8CTgssVd"
88,TomColeOK04,"Unfortunately, it’s been another week in the House in which Democrats have focused on partisan messaging bills that don’t address the nation’s out-of-control inflationary crisis. 

More in my Weekly Chat ⬇ https://t.co/XdpmR0f6bX"
89,TomColeOK04,"As the largest interest rate hike by @federalreserve since 1994 in an attempt to cool our nation's out-of-control inflation, this action should be a wake-up call for @POTUS &amp; Democrats to stop ignoring this crisis &amp; end their wasteful spending.
https://t.co/3U2GkxtSCK"
90,TomColeOK04,"Happy #FlagDay! #OnThisDay in 1777, the Second Continental Congress passed the Flag Act, which formally adopted the American flag design of stars &amp; stripes. Today, 245 years later, the star-spangled banner continues to fly, symbolizing the indomitable American spirit. https://t.co/XF7fAP11mj"
91,TomColeOK04,"As we celebrate the 247th birthday of @USArmy, we also honor all of our brave soldiers, past &amp; present, who have answered the call to serve &amp; protect our freedom at home &amp; abroad since 1775. Happy birthday! #ArmyBDay #Army247 🎂 https://t.co/lvpsnoN4lq"
92,TomColeOK04,"As Americans struggle to feed their families, fill up their gas tanks &amp; pay their rent or mortgages, @POTUS &amp; Democrats continue to ignore this crisis &amp; fuel the inflation fire by proposing more wasteful &amp; out-of-control spending.

More ⬇
https://t.co/FHVYe3bcza"
93,TomColeOK04,"ICYMI: My latest e-news went out last week with updates from Congress &amp; #OK04, including firsthand constituent accounts of how @POTUS &amp; Democrats' mishandling of the economy &amp; inflation is severely impacting them. 

Read &amp; sign up for future editions ⬇️
https://t.co/4nV05p6s4w"
94,TomColeOK04,"RT @RulesReps: STARTING SOON: The committee will meet to consider H.R. 7606, H.R. 2773 &amp; H.R. 2543. 

📺 Watch live: https://t.co/E5mXmQXlfT"
95,TomColeOK04,"On this #WomenVeterans Day, we show our gratitude to our nation's brave women who have served in our armed forces. As we take time to thank these female warriors, we also remember &amp; honor those who valiantly laid down their lives to defend our freedoms. https://t.co/QUVpYqvJnB"
96,TomColeOK04,"🏆 And many thanks to #OK04's own @FowlerAuto &amp; @ChickasawNation for sponsoring prizes for all our winners, including a $2,000 Visa gift card for the top prize &amp; $500 Visa gift cards for our ""People's Choice"" winners!

More ⬇
https://t.co/a462IkTcXb"
97,TomColeOK04,"Congratulations as well to #OK04's ""People's Choice"" winners, Katie Kinsey &amp; Leah Crowson! My staff &amp; I look forward to displaying their incredible artwork in my Norman office over the next year. 🎉 https://t.co/ii4P6x70XL"
98,TomColeOK04,"🥇 I am delighted to announce that @SouthmooreHS student Joe Whitten is #OK04's first-place winner of the 2022 Congressional Art Competition! His masterpiece, Blue Jay, will be displayed for a year in the Cannon Tunnel of the U.S. Capitol. What an honor! #FourthDistrictFriday https://t.co/80GDye1AOD"
99,TomColeOK04,".@POTUS &amp; Democrats are right about the record breaking U.S. economy. Unfortunately, we're breaking all the wrong records with the highest inflation &amp; consumer prices in 4 decades &amp; no foreseeable end in sight! Americans deserve real solutions from their elected leaders. https://t.co/A0j15WKG82"
100,TomColeOK04,"This week @HouseDemocrats missed an opportunity to address the root causes of violent crime &amp; mass shootings, &amp; instead focused on capitalizing politically on a tragic problem &amp; politicizing the 2nd Amendment. 

More in my Weekly Chat ⬇ https://t.co/nLj4r0HDSD"
101,TomColeOK04,"As inflation rages, @HouseDemocrats remain deeply out of touch with the American people. Their latest stunt? Avoiding debate &amp; an actual vote on a budget that was yet again cobbled together behind closed doors in the Speaker’s office.

More ⬇
https://t.co/L7zEIrv9pE"
102,TomColeOK04,"The price of fuel has reached yet another record high, doubling since @POTUS took office &amp; on track to reach or surpass $5 per gallon this week. It is past time for the Administration to ditch unrealistic green energy policies &amp; help the American people struggling at the pump. ⛽ https://t.co/3PAXxYnkWT"
103,TomColeOK04,"RT @RulesReps: STARTING SOON: The committee will meet on H.R. 2377 &amp; H.R. 7910. 

📺 Watch live: https://t.co/w9fshXe7Qn"
104,TomColeOK04,"Every year, 1 in 3 seniors loses their life to Alzheimer's or another dementia. During #AlzheimersAwarenessMonth, we're reminded how important it is to build on ongoing efforts to #ENDALZ, including prioritizing funding for biomedical research. 🧠

More: https://t.co/GY8238DDyQ https://t.co/StrlbzX29f"
105,TomColeOK04,"#OnThisDay 78 years ago, brave American &amp; Allied soldiers stormed the beaches of Normandy, saving the world from the terrible Nazi Regime. On this anniversary of the historic #DDay and every day, we thank them. Their legacies will live on in infamy. https://t.co/FyqDBBhQ0F"
106,TomColeOK04,"Congratulations to 5 #OK04 students for receiving &amp; accepting appointments to attend an esteemed military service academy. Their willingness to answer the call to serve is commendable &amp; makes our state proud. #FourthDistrictFriday 

More ⬇️ 
https://t.co/6LObUpm558"
107,TomColeOK04,"With summer just around the corner &amp; many Oklahomans planning to go on vacations, now is a good time for review of the process for obtaining or renewing passports. 

Info &amp; tips pertinent to this process ⬇
https://t.co/ebxgtXinzE"
108,TomColeOK04,"This #MemorialDay, we are reminded that freedom is certainly not free, &amp; we honor those who gave the last full measure of devotion while selflessly defending our country. Indeed, their sacrifice will never be forgotten &amp; their legacies will stand the test of time. https://t.co/udJjwrKx48"
109,TomColeOK04,"Our state &amp; nation deeply mourns with the community, &amp; we pray for comfort &amp; healing for the family, friends &amp; loved ones of the victims."
110,TomColeOK04,"This evening my heart is heavy for our neighbors to the south in the state of Texas as they grapple with the shock of the despicable act of violence committed against young, innocent lives in Uvalde."
111,TomColeOK04,"Throughout #MilitaryAppreciationMonth, we reflect on the tremendous sacrifices of our service members, past &amp; present, &amp; pay respects to them &amp; their families. The U.S. is indebted to them for their service.

More: https://t.co/En2ExCZkOC https://t.co/PsPiwnnNh3"
112,TomColeOK04,"On #NationalArmedForcesDay, we proudly salute the men &amp; women in all five branches of the United States military. Our country is proud to recognize &amp; thank these patriots &amp; defenders of freedom. Thank you for your service! https://t.co/3KBPodKooE"
113,TomColeOK04,Congratulations to #OK04's own Sooners Geothermal Team from @UofOklahoma for winning @ENERGY's 2022 Geothermal Collegiate Competition! Great job and #BoomerSooner! #FourthDistrictFriday https://t.co/GPcKuG9XKf
114,TomColeOK04,"Don't forget to cast your vote for #OK04's ""People's Choice"" winners of the 2022 Congressional Art Competition. Voting closes TOMORROW at 12 p.m. CT! 

🎨 Cast your vote: https://t.co/SRYwsASf8E"
115,TomColeOK04,"This week, the House had the opportunity to address two critical issues facing our nation &amp; hurting Americans - the baby formula shortage &amp; record-high fuel prices. Instead of advancing real bipartisan solutions, Democrats put forward messaging bills.

More ⬇️ https://t.co/J9GJf8HjTN"
116,TomColeOK04,"RT @RepGuthrie: Healthy Future Task Force co-chairs @VernBuchanan and I and Security Subcommittee Members @RepRichHudson, @RepJimBanks, and…"
117,TomColeOK04,"RT @RepRichHudson: I am honored to help lead @GOPLeader's Healthy Future Task Force with @VernBuchanan &amp; @RepGuthrie.

Read more from my op…"
118,TomColeOK04,"📰 ICYMI: I co-authored an op-ed with @RepRichHudson &amp; @RepJimBanks outlining @HouseGOP's solutions to ensure our nation is fully prepared &amp; mission ready for the next pandemic by strengthening our medical supply chain, securing our public health systems &amp; more. 

Read ⬇ https://t.co/SeTqjDOhBt"
119,TomColeOK04,"RT @VernBuchanan: As co-chairs of @GOPLeader's Healthy Future Task Force, @RepGuthrie and I are pleased to unveil solutions to combat futur…"
120,TomColeOK04,"☀ With summer just around the corner &amp; many Americans likely to spend a lot of time in the sun, #SkinCancerAwarenessMonth is an important reminder to look out for your skin!

Info about skin protection &amp; spotting abnormalities on your own ⬇
https://t.co/zUIabkjsE3"
121,TomColeOK04,"#OnThisDay 57 years ago, @HeadStartgov was created &amp; has since served more than 39 million children nationwide. In my capacity on @HouseAppropsGOP, I look forward to continuing to champion this program that helps ensure every child has the opportunity to succeed. @NatlHeadStart"
122,TomColeOK04,"The Defense Appropriations Subcommittee in the House is meeting now for a hearing on the fiscal year 2023 budget request for @USNavy &amp; @USMC. @HouseAppropsGOP

Tune in ➡️ https://t.co/1mCeKskiUy"
123,TomColeOK04,"As @RulesReps Ranking Member, I was honored to escort @kmitsotakis into the House chamber, where he addressed a joint meeting of Congress today. Especially considering the longtime history of our countries as friends &amp; NATO allies, it was wonderful to welcome him! 🇬🇷 https://t.co/1hRXhvaqPQ"
124,TomColeOK04,"ICYMI: Voting is underway for #OK04's ""People's Choice"" winners of the 2022 Congressional Art Competition! 

🎨 Cast your vote by 12pm CT on Friday, May 20: https://t.co/SRYwsASf8E"
125,TomColeOK04,"RT @RulesReps: HAPPENING NOW: The committee is meeting on H.R. 7688, H.R. 350 &amp; H.R. 7790.

📺 Watch here: https://t.co/UC1gWmdRA2"
126,TomColeOK04,"The Labor-HHS-Education Appropriations Subcommittee in the House is meeting now for a hearing on the fiscal year 2023 budget request for @USDOL. @HouseAppropsGOP

Tune in ➡️ https://t.co/l4sdSm7h69"
127,TomColeOK04,RT @RulesReps: 🚨 @RulesDemocrats blocked @TomColeOK04's motion to allow floor consideration of H.R. 6858 – a bill that would unleash domest…
